policy,setting,tokens,critical_tokens,avg_exit_layer,compute_saved,disagreement_all,disagreement_critical,harm_weighted_disagreement,mean_excess_nll,critical_excess_nll,critical_rescue_rate_vs_entropy,disagreement_critical_ci95,harm_weighted_ci95
tokentriage-stable,"entropy=0.15,min=0.65",13697,1163,15.718,0.4386,0.588,0.0,0.412,6.5768,0.4982,1.0,0.0000-0.0000,0.4021-0.4215
tokentriage-kstable,"entropy=0.15,min=0.65,k=2",13697,1163,15.273,0.4545,0.6508,0.7395,0.6756,6.9074,4.3918,0.1227,0.7119-0.7667,0.6656-0.6859
tokentriage-kstable,"entropy=0.15,min=0.65,k=3",13697,1163,15.363,0.4513,0.6419,0.6346,0.6374,6.8534,3.7563,0.2474,0.6043-0.6591,0.6283-0.6476
tokentriage-kstable,"entropy=0.15,min=0.65,k=4",13697,1163,15.442,0.4485,0.633,0.5297,0.5992,6.8061,3.1992,0.3722,0.5067-0.5589,0.5889-0.6116
tokentriage-minlayer,"entropy=0.15,min=0.72",13697,1163,15.345,0.452,0.648,0.7059,0.6624,6.8039,3.1723,0.1636,0.6793-0.7328,0.6522-0.6732
tokentriage-stable,"entropy=0.15,min=0.72",13697,1163,15.727,0.4383,0.588,0.0,0.412,6.5752,0.4793,1.0,0.0000-0.0000,0.4021-0.4215
tokentriage-kstable,"entropy=0.15,min=0.72,k=2",13697,1163,15.411,0.4496,0.6434,0.6518,0.6427,6.7817,2.9112,0.228,0.6273-0.6788,0.6335-0.6543
tokentriage-kstable,"entropy=0.15,min=0.72,k=3",13697,1163,15.522,0.4456,0.6306,0.5013,0.5889,6.7355,2.3668,0.4049,0.4749-0.5284,0.5792-0.6002
tokentriage-kstable,"entropy=0.15,min=0.72,k=4",13697,1163,15.599,0.4429,0.6202,0.3792,0.545,6.6905,1.8367,0.5501,0.3566-0.4048,0.5365-0.5556
tokentriage-minlayer,"entropy=0.15,min=0.85",13697,1163,15.551,0.4446,0.6454,0.6758,0.6526,6.7681,2.7512,0.2045,0.6453-0.7102,0.6408-0.6676
tokentriage-stable,"entropy=0.15,min=0.85",13697,1163,15.753,0.4374,0.588,0.0,0.412,6.5752,0.4788,1.0,0.0000-0.0000,0.4021-0.4215
tokentriage-kstable,"entropy=0.15,min=0.85,k=2",13697,1163,15.609,0.4425,0.6377,0.5847,0.6194,6.735,2.3615,0.3078,0.5548-0.6203,0.6077-0.6349
tokentriage-kstable,"entropy=0.15,min=0.85,k=3",13697,1163,15.685,0.4398,0.6193,0.368,0.5413,6.6633,1.5174,0.5634,0.3402-0.3944,0.5294-0.5539
tokentriage-kstable,"entropy=0.15,min=0.85,k=4",13697,1163,15.724,0.4384,0.6101,0.2605,0.5028,6.6217,1.0274,0.6912,0.2388-0.2858,0.4905-0.5147
entropy,threshold=0.20,13697,1163,11.814,0.5781,0.7635,0.9063,0.8064,8.2249,9.1534,,0.8907-0.9235,0.7983-0.8141
tokentriage-minlayer,"entropy=0.20,min=0.50",13697,1163,12.645,0.5484,0.7629,0.8994,0.8036,7.9705,6.1578,0.0114,0.8829-0.9162,0.7957-0.8126
tokentriage-stable,"entropy=0.20,min=0.50",13697,1163,13.529,0.5168,0.6866,0.0,0.481,7.4896,0.4935,1.0,0.0000-0.0000,0.4703-0.4909
tokentriage-kstable,"entropy=0.20,min=0.50,k=2",13697,1163,12.692,0.5467,0.7618,0.8865,0.799,7.9648,6.0908,0.0256,0.8695-0.9048,0.7919-0.8068
tokentriage-kstable,"entropy=0.20,min=0.50,k=3",13697,1163,12.77,0.5439,0.7578,0.8392,0.782,7.9308,5.6901,0.0769,0.8183-0.8638,0.7727-0.7920
tokentriage-kstable,"entropy=0.20,min=0.50,k=4",13697,1163,12.896,0.5394,0.7478,0.7214,0.7388,7.8682,4.9528,0.2068,0.6990-0.7479,0.7296-0.7494
tokentriage-minlayer,"entropy=0.20,min=0.65",13697,1163,12.988,0.5361,0.7603,0.8684,0.7918,7.9064,5.4027,0.0455,0.8515-0.8884,0.7844-0.8003
tokentriage-stable,"entropy=0.20,min=0.65",13697,1163,13.531,0.5168,0.6866,0.0,0.481,7.4894,0.4919,1.0,0.0000-0.0000,0.4703-0.4909
tokentriage-kstable,"entropy=0.20,min=0.65,k=2",13697,1163,13.054,0.5338,0.7546,0.8014,0.7668,7.8472,4.7055,0.1195,0.7775-0.8274,0.7578-0.7763
tokentriage-kstable,"entropy=0.20,min=0.65,k=3",13697,1163,13.157,0.5301,0.7443,0.6801,0.7229,7.783,3.9489,0.2524,0.6585-0.7072,0.7136-0.7341
tokentriage-kstable,"entropy=0.20,min=0.65,k=4",13697,1163,13.246,0.5269,0.7334,0.5512,0.676,7.7261,3.2794,0.3947,0.5267-0.5790,0.6665-0.6873
tokentriage-minlayer,"entropy=0.20,min=0.72",13697,1163,13.128,0.5311,0.7513,0.7618,0.7512,7.7376,3.4146,0.1622,0.7377-0.7859,0.7428-0.7605
tokentriage-stable,"entropy=0.20,min=0.72",13697,1163,13.54,0.5164,0.6866,0.0,0.481,7.4879,0.4741,1.0,0.0000-0.0000,0.4703-0.4909
tokentriage-kstable,"entropy=0.20,min=0.72,k=2",13697,1163,13.2,0.5286,0.7465,0.7059,0.731,7.7157,3.1568,0.2239,0.6829-0.7304,0.7231-0.7403
tokentriage-kstable,"entropy=0.20,min=0.72,k=3",13697,1163,13.322,0.5242,0.7324,0.5391,0.6715,7.6617,2.5206,0.4061,0.5152-0.5711,0.6617-0.6825
tokentriage-kstable,"entropy=0.20,min=0.72,k=4",13697,1163,13.409,0.5211,0.7202,0.3955,0.6199,7.6086,1.895,0.5645,0.3722-0.4237,0.6096-0.6311
tokentriage-minlayer,"entropy=0.20,min=0.85",13697,1163,13.348,0.5233,0.7485,0.7291,0.7406,7.7001,2.9734,0.203,0.6995-0.7622,0.7289-0.7534
tokentriage-stable,"entropy=0.20,min=0.85",13697,1163,13.566,0.5155,0.6866,0.0,0.481,7.4885,0.4809,1.0,0.0000-0.0000,0.4703-0.4909
tokentriage-kstable,"entropy=0.20,min=0.85,k=2",13697,1163,13.412,0.521,0.7397,0.6251,0.703,7.6616,2.5195,0.3121,0.5964-0.6623,0.6924-0.7177
tokentriage-kstable,"entropy=0.20,min=0.85,k=3",13697,1163,13.494,0.5181,0.7199,0.3921,0.619,7.5836,1.6005,0.5683,0.3656-0.4185,0.6058-0.6327
tokentriage-kstable,"entropy=0.20,min=0.85,k=4",13697,1163,13.537,0.5165,0.7095,0.27,0.5753,7.5375,1.0579,0.703,0.2472-0.2971,0.5625-0.5879
entropy,threshold=0.30,13697,1163,8.056,0.7123,0.8935,0.9424,0.9078,9.5765,9.3315,,0.9289-0.9548,0.9016-0.9138
tokentriage-minlayer,"entropy=0.30,min=0.50",13697,1163,8.981,0.6792,0.8941,0.9501,0.9108,9.3354,6.492,0.0119,0.9369-0.9638,0.9048-0.9168
tokentriage-stable,"entropy=0.30,min=0.50",13697,1163,9.934,0.6452,0.8135,0.0,0.5699,8.8277,0.5128,1.0,0.0000-0.0000,0.5590-0.5820
tokentriage-kstable,"entropy=0.30,min=0.50,k=2",13697,1163,9.031,0.6775,0.8936,0.9441,0.9086,9.3296,6.4241,0.0182,0.9305-0.9594,0.9029-0.9150
tokentriage-kstable,"entropy=0.30,min=0.50,k=3",13697,1163,9.123,0.6742,0.8891,0.8908,0.8893,9.2887,5.9419,0.0739,0.8687-0.9116,0.8814-0.8971
tokentriage-kstable,"entropy=0.30,min=0.50,k=4",13697,1163,9.264,0.6692,0.878,0.7601,0.8415,9.2171,5.0991,0.2089,0.7355-0.7874,0.8323-0.8508
tokentriage-minlayer,"entropy=0.30,min=0.65",13697,1163,9.355,0.6659,0.8912,0.9157,0.8977,9.2657,5.6711,0.0429,0.9007-0.9316,0.8913-0.9049
tokentriage-stable,"entropy=0.30,min=0.65",13697,1163,9.936,0.6452,0.8135,0.0,0.5699,8.8276,0.5115,1.0,0.0000-0.0000,0.5590-0.5820
tokentriage-kstable,"entropy=0.30,min=0.65,k=2",13697,1163,9.428,0.6633,0.8855,0.8487,0.8727,9.2045,4.9503,0.1104,0.8308-0.8706,0.8644-0.8820
tokentriage-kstable,"entropy=0.30,min=0.65,k=3",13697,1163,9.544,0.6591,0.8744,0.7171,0.825,9.1322,4.0986,0.2482,0.6937-0.7442,0.8155-0.8371
tokentriage-kstable,"entropy=0.30,min=0.65,k=4",13697,1163,9.639,0.6557,0.8626,0.5787,0.7747,9.07,3.3665,0.3942,0.5508-0.6047,0.7636-0.7874
tokentriage-minlayer,"entropy=0.30,min=0.72",13697,1163,9.507,0.6605,0.8813,0.7988,0.8533,9.0899,3.6004,0.1551,0.7737-0.8221,0.8442-0.8634
tokentriage-stable,"entropy=0.30,min=0.72",13697,1163,9.945,0.6448,0.8135,0.0,0.5699,8.8263,0.4966,1.0,0.0000-0.0000,0.5590-0.5820
tokentriage-kstable,"entropy=0.30,min=0.72,k=2",13697,1163,9.583,0.6578,0.8768,0.7455,0.8341,9.0684,3.3474,0.2108,0.7221-0.7711,0.8256-0.8437
tokentriage-kstable,"entropy=0.30,min=0.72,k=3",13697,1163,9.717,0.653,0.8616,0.5666,0.77,9.0071,2.6256,0.3996,0.5381-0.5978,0.7598-0.7815
tokentriage-kstable,"entropy=0.30,min=0.72,k=4",13697,1163,9.808,0.6497,0.8487,0.4144,0.7154,8.9503,1.9571,0.5611,0.3904-0.4407,0.7042-0.7275
tokentriage-minlayer,"entropy=0.30,min=0.85",13697,1163,9.742,0.6521,0.8782,0.7627,0.8414,9.0483,3.1111,0.1971,0.7339-0.7937,0.8293-0.8543
tokentriage-stable,"entropy=0.30,min=0.85",13697,1163,9.972,0.6439,0.8135,0.0,0.5699,8.8269,0.5032,1.0,0.0000-0.0000,0.5590-0.5820
tokentriage-kstable,"entropy=0.30,min=0.85,k=2",13697,1163,9.812,0.6496,0.8687,0.65,0.8006,9.0068,2.6222,0.3139,0.6205-0.6821,0.7871-0.8142
tokentriage-kstable,"entropy=0.30,min=0.85,k=3",13697,1163,9.898,0.6465,0.8482,0.4093,0.714,8.9248,1.6564,0.5666,0.3810-0.4383,0.7021-0.7282
tokentriage-kstable,"entropy=0.30,min=0.85,k=4",13697,1163,9.944,0.6448,0.837,0.2777,0.6669,8.8761,1.0826,0.7062,0.2535-0.3044,0.6542-0.6796
entropy,threshold=0.42,13697,1163,4.206,0.8498,0.9582,0.9682,0.9608,10.6551,9.3083,,0.9596-0.9771,0.9568-0.9644
tokentriage-minlayer,"entropy=0.42,min=0.50",13697,1163,5.217,0.8137,0.9588,0.9759,0.9637,10.4261,6.6114,0.0124,0.9675-0.9842,0.9595-0.9678
tokentriage-stable,"entropy=0.42,min=0.50",13697,1163,6.222,0.7778,0.876,0.0,0.6137,9.9083,0.5131,1.0,0.0000-0.0000,0.6025-0.6262
tokentriage-kstable,"entropy=0.42,min=0.50,k=2",13697,1163,5.275,0.8116,0.958,0.9665,0.9604,10.4183,6.5196,0.0222,0.9573-0.9770,0.9561-0.9644
tokentriage-kstable,"entropy=0.42,min=0.50,k=3",13697,1163,5.376,0.808,0.9533,0.9106,0.9401,10.379,6.0567,0.079,0.8920-0.9289,0.9337-0.9462
tokentriage-kstable,"entropy=0.42,min=0.50,k=4",13697,1163,5.53,0.8025,0.942,0.7773,0.8914,10.3057,5.1937,0.214,0.7549-0.8009,0.8834-0.8991
tokentriage-minlayer,"entropy=0.42,min=0.65",13697,1163,5.618,0.7994,0.9558,0.9407,0.9503,10.3534,5.7544,0.0435,0.9290-0.9537,0.9450-0.9553
tokentriage-stable,"entropy=0.42,min=0.65",13697,1163,6.224,0.7777,0.876,0.0,0.6137,9.9082,0.5118,1.0,0.0000-0.0000,0.6025-0.6262
tokentriage-kstable,"entropy=0.42,min=0.65,k=2",13697,1163,5.699,0.7965,0.9496,0.8667,0.9228,10.2903,5.0123,0.1163,0.8485-0.8866,0.9159-0.9307
tokentriage-kstable,"entropy=0.42,min=0.65,k=3",13697,1163,5.822,0.7921,0.9377,0.7274,0.8724,10.2178,4.1581,0.2593,0.7063-0.7513,0.8644-0.8827
tokentriage-kstable,"entropy=0.42,min=0.65,k=4",13697,1163,5.922,0.7885,0.9256,0.5847,0.8207,10.1541,3.4079,0.405,0.5549-0.6109,0.8110-0.8312
tokentriage-minlayer,"entropy=0.42,min=0.72",13697,1163,5.779,0.7936,0.9457,0.8212,0.9051,10.1771,3.6788,0.1563,0.7993-0.8454,0.8953-0.9147
tokentriage-stable,"entropy=0.42,min=0.72",13697,1163,6.233,0.7774,0.876,0.0,0.6137,9.9069,0.4967,1.0,0.0000-0.0000,0.6025-0.6262
tokentriage-kstable,"entropy=0.42,min=0.72,k=2",13697,1163,5.861,0.7907,0.9406,0.7618,0.8837,10.1533,3.3985,0.2167,0.7427-0.7855,0.8756-0.8932
tokentriage-kstable,"entropy=0.42,min=0.72,k=3",13697,1163,6.0,0.7857,0.9248,0.5752,0.8169,10.0917,2.6732,0.4085,0.5477-0.6050,0.8068-0.8276
tokentriage-kstable,"entropy=0.42,min=0.72,k=4",13697,1163,6.094,0.7823,0.9115,0.4187,0.7607,10.0336,1.9888,0.5693,0.3957-0.4467,0.7483-0.7740
tokentriage-minlayer,"entropy=0.42,min=0.85",13697,1163,6.026,0.7848,0.9418,0.7756,0.8898,10.1303,3.1269,0.2034,0.7471-0.8051,0.8773-0.9020
tokentriage-stable,"entropy=0.42,min=0.85",13697,1163,6.26,0.7764,0.876,0.0,0.6137,9.9076,0.5043,1.0,0.0000-0.0000,0.6025-0.6262
tokentriage-kstable,"entropy=0.42,min=0.85,k=2",13697,1163,6.097,0.7822,0.932,0.6604,0.8481,10.0883,2.6323,0.3215,0.6314-0.6920,0.8358-0.8614
tokentriage-kstable,"entropy=0.42,min=0.85,k=3",13697,1163,6.185,0.7791,0.9111,0.4144,0.7596,10.0059,1.6623,0.5737,0.3858-0.4428,0.7468-0.7733
tokentriage-kstable,"entropy=0.42,min=0.85,k=4",13697,1163,6.233,0.7774,0.8997,0.2794,0.7113,9.9567,1.0825,0.7123,0.2550-0.3068,0.6978-0.7241
entropy,threshold=0.55,13697,1163,1.408,0.9497,0.9828,0.9785,0.981,11.3319,9.3796,,0.9706-0.9854,0.9773-0.9837
tokentriage-minlayer,"entropy=0.55,min=0.50",13697,1163,2.499,0.9107,0.9835,0.9871,0.9843,11.109,6.7541,0.0123,0.9797-0.9929,0.9815-0.9868
tokentriage-stable,"entropy=0.55,min=0.50",13697,1163,3.543,0.8735,0.8997,0.0,0.6304,10.579,0.5131,1.0,0.0000-0.0000,0.6183-0.6440
tokentriage-kstable,"entropy=0.55,min=0.50,k=2",13697,1163,2.56,0.9086,0.9832,0.9837,0.9831,11.1041,6.6969,0.0158,0.9755-0.9898,0.9801-0.9858
tokentriage-kstable,"entropy=0.55,min=0.50,k=3",13697,1163,2.667,0.9047,0.9789,0.9329,0.9647,11.0621,6.2017,0.0668,0.9199-0.9459,0.9600-0.9697
tokentriage-kstable,"entropy=0.55,min=0.50,k=4",13697,1163,2.832,0.8989,0.9671,0.7936,0.9138,10.9853,5.298,0.2056,0.7720-0.8167,0.9048-0.9210
tokentriage-minlayer,"entropy=0.55,min=0.65",13697,1163,2.922,0.8957,0.9805,0.9518,0.9709,11.0338,5.8692,0.0431,0.9401-0.9654,0.9664-0.9756
tokentriage-stable,"entropy=0.55,min=0.65",13697,1163,3.545,0.8734,0.8997,0.0,0.6304,10.5789,0.5118,1.0,0.0000-0.0000,0.6183-0.6440
tokentriage-kstable,"entropy=0.55,min=0.65,k=2",13697,1163,3.005,0.8927,0.9746,0.8822,0.9449,10.9702,5.1196,0.1107,0.8623-0.9022,0.9375-0.9517
tokentriage-kstable,"entropy=0.55,min=0.65,k=3",13697,1163,3.132,0.8882,0.9627,0.742,0.8941,10.8949,4.2335,0.2522,0.7215-0.7655,0.8869-0.9032
tokentriage-kstable,"entropy=0.55,min=0.65,k=4",13697,1163,3.233,0.8845,0.9505,0.5985,0.8422,10.83,3.4682,0.3972,0.5712-0.6238,0.8324-0.8521
tokentriage-minlayer,"entropy=0.55,min=0.72",13697,1163,3.091,0.8896,0.9703,0.8315,0.9253,10.8549,3.7618,0.1547,0.8098-0.8543,0.9166-0.9345
tokentriage-stable,"entropy=0.55,min=0.72",13697,1163,3.555,0.8731,0.8997,0.0,0.6304,10.5776,0.4967,1.0,0.0000-0.0000,0.6183-0.6440
tokentriage-kstable,"entropy=0.55,min=0.72,k=2",13697,1163,3.174,0.8866,0.9654,0.7739,0.9046,10.8309,3.4787,0.2127,0.7544-0.7970,0.8963-0.9138
tokentriage-kstable,"entropy=0.55,min=0.72,k=3",13697,1163,3.315,0.8816,0.9495,0.5864,0.8374,10.7659,2.7137,0.4033,0.5594-0.6126,0.8276-0.8481
tokentriage-kstable,"entropy=0.55,min=0.72,k=4",13697,1163,3.411,0.8782,0.936,0.4273,0.7804,10.7069,2.0184,0.565,0.4035-0.4555,0.7678-0.7931
tokentriage-minlayer,"entropy=0.55,min=0.85",13697,1163,3.345,0.8805,0.9662,0.7833,0.9091,10.8027,3.1467,0.2039,0.7546-0.8126,0.8968-0.9203
tokentriage-stable,"entropy=0.55,min=0.85",13697,1163,3.581,0.8721,0.8997,0.0,0.6304,10.5783,0.5043,1.0,0.0000-0.0000,0.6183-0.6440
tokentriage-kstable,"entropy=0.55,min=0.85,k=2",13697,1163,3.416,0.878,0.9564,0.6681,0.8674,10.7604,2.6486,0.319,0.6390-0.6972,0.8550-0.8797
tokentriage-kstable,"entropy=0.55,min=0.85,k=3",13697,1163,3.505,0.8748,0.9355,0.4213,0.7786,10.6777,1.6753,0.5703,0.3914-0.4484,0.7666-0.7910
tokentriage-kstable,"entropy=0.55,min=0.85,k=4",13697,1163,3.552,0.8731,0.9239,0.2846,0.7297,10.6281,1.0907,0.71,0.2599-0.3097,0.7172-0.7426
margin,threshold=0.05,13697,1163,1.617,0.9422,0.9816,0.9768,0.9798,11.1681,9.3347,,0.9677-0.9851,0.9755-0.9831
margin,threshold=0.10,13697,1163,2.501,0.9107,0.9749,0.9733,0.9741,10.8683,9.3541,,0.9642-0.9823,0.9701-0.9775
margin,threshold=0.20,13697,1163,4.594,0.8359,0.9471,0.9647,0.952,10.3316,9.2974,,0.9551-0.9745,0.9471-0.9560
margin,threshold=0.35,13697,1163,8.242,0.7056,0.8682,0.9304,0.8866,9.5361,9.182,,0.9145-0.9458,0.8801-0.8938
margin,threshold=0.50,13697,1163,12.001,0.5714,0.7418,0.865,0.779,8.2471,8.9026,,0.8480-0.8840,0.7711-0.7886
