policy,setting,tokens,critical_tokens,avg_exit_layer,compute_saved,disagreement_all,disagreement_critical,harm_weighted_disagreement,mean_excess_nll,critical_excess_nll,critical_rescue_rate_vs_entropy,disagreement_critical_ci95,harm_weighted_ci95
tokentriage-minlayer,"entropy=0.10,min=0.72",3783,341,24.977,0.3062,0.563,0.5279,0.5531,7.6172,4.5548,0.0055,0.4660-0.5785,0.5286-0.5739
tokentriage-stable,"entropy=0.10,min=0.72",3783,341,25.287,0.2976,0.5155,0.0,0.3552,7.2552,0.5391,1.0,0.0000-0.0000,0.3392-0.3712
tokentriage-kstable,"entropy=0.10,min=0.72,k=2",3783,341,25.027,0.3048,0.5591,0.4839,0.5362,7.5584,3.902,0.0884,0.4333-0.5307,0.5155-0.5560
tokentriage-kstable,"entropy=0.10,min=0.72,k=3",3783,341,25.116,0.3023,0.5485,0.3666,0.4919,7.4653,2.8699,0.3094,0.3197-0.4076,0.4705-0.5097
tokentriage-kstable,"entropy=0.10,min=0.72,k=4",3783,341,25.19,0.3003,0.5395,0.2669,0.4545,7.4117,2.2749,0.4972,0.2214-0.3038,0.4348-0.4698
tokentriage-minlayer,"entropy=0.10,min=0.85",3783,341,25.123,0.3021,0.5609,0.5044,0.544,7.4599,2.8095,0.0497,0.4461-0.5523,0.5197-0.5638
tokentriage-stable,"entropy=0.10,min=0.85",3783,341,25.29,0.2975,0.5155,0.0,0.3552,7.2546,0.5324,1.0,0.0000-0.0000,0.3392-0.3712
tokentriage-kstable,"entropy=0.10,min=0.85,k=2",3783,341,25.174,0.3007,0.5525,0.4106,0.5092,7.4054,2.2051,0.2265,0.3622-0.4649,0.4843-0.5321
tokentriage-kstable,"entropy=0.10,min=0.85,k=3",3783,341,25.245,0.2987,0.5398,0.2698,0.4566,7.3175,1.2293,0.4917,0.2292-0.3062,0.4356-0.4743
tokentriage-kstable,"entropy=0.10,min=0.85,k=4",3783,341,25.294,0.2974,0.5321,0.1848,0.4246,7.2875,0.8974,0.6519,0.1440-0.2174,0.4063-0.4391
entropy,threshold=0.15,3783,341,20.248,0.4376,0.7187,0.6745,0.7064,10.0158,8.3949,,0.6329-0.7099,0.6856-0.7248
tokentriage-minlayer,"entropy=0.15,min=0.50",3783,341,20.71,0.4247,0.7187,0.6745,0.7064,9.8508,6.5648,0.0,0.6329-0.7099,0.6856-0.7248
tokentriage-stable,"entropy=0.15,min=0.50",3783,341,21.379,0.4061,0.6579,0.0,0.4534,9.3129,0.5964,1.0,0.0000-0.0000,0.4364-0.4714
tokentriage-kstable,"entropy=0.15,min=0.50,k=2",3783,341,20.761,0.4233,0.715,0.6334,0.6908,9.8078,6.087,0.0652,0.5870-0.6759,0.6711-0.7079
tokentriage-kstable,"entropy=0.15,min=0.50,k=3",3783,341,20.85,0.4208,0.7055,0.5279,0.6505,9.738,5.3125,0.2174,0.4839-0.5687,0.6302-0.6695
tokentriage-kstable,"entropy=0.15,min=0.50,k=4",3783,341,20.949,0.4181,0.6981,0.4457,0.6199,9.6793,4.6617,0.3391,0.4018-0.4868,0.6015-0.6384
tokentriage-minlayer,"entropy=0.15,min=0.65",3783,341,20.909,0.4192,0.7187,0.6745,0.7064,9.8209,6.2326,0.0,0.6329-0.7099,0.6856-0.7248
tokentriage-stable,"entropy=0.15,min=0.65",3783,341,21.379,0.4061,0.6579,0.0,0.4534,9.3129,0.5964,1.0,0.0000-0.0000,0.4364-0.4714
tokentriage-kstable,"entropy=0.15,min=0.65,k=2",3783,341,20.98,0.4172,0.7145,0.6276,0.6884,9.7444,5.3838,0.0739,0.5824-0.6656,0.6700-0.7062
tokentriage-kstable,"entropy=0.15,min=0.65,k=3",3783,341,21.092,0.4141,0.7016,0.4839,0.6339,9.6437,4.2666,0.2826,0.4444-0.5210,0.6149-0.6527
tokentriage-kstable,"entropy=0.15,min=0.65,k=4",3783,341,21.186,0.4115,0.6899,0.3548,0.5853,9.5733,3.4853,0.4739,0.3141-0.3994,0.5649-0.6065
tokentriage-minlayer,"entropy=0.15,min=0.72",3783,341,20.979,0.4172,0.7185,0.6716,0.7052,9.773,5.7007,0.0043,0.6301-0.7081,0.6855-0.7236
tokentriage-stable,"entropy=0.15,min=0.72",3783,341,21.379,0.4061,0.6579,0.0,0.4534,9.3129,0.5964,1.0,0.0000-0.0000,0.4364-0.4714
tokentriage-kstable,"entropy=0.15,min=0.72,k=2",3783,341,21.054,0.4152,0.7137,0.6188,0.6849,9.6925,4.8085,0.087,0.5753-0.6593,0.6658-0.7047
tokentriage-kstable,"entropy=0.15,min=0.72,k=3",3783,341,21.174,0.4118,0.6979,0.4428,0.6181,9.573,3.4828,0.3435,0.3979-0.4802,0.6018-0.6333
tokentriage-kstable,"entropy=0.15,min=0.72,k=4",3783,341,21.269,0.4092,0.6852,0.3021,0.5655,9.4966,2.6351,0.5522,0.2584-0.3398,0.5475-0.5846
tokentriage-minlayer,"entropy=0.15,min=0.85",3783,341,21.167,0.412,0.7153,0.6364,0.6918,9.5606,3.3449,0.0565,0.5925-0.6749,0.6715-0.7102
tokentriage-stable,"entropy=0.15,min=0.85",3783,341,21.382,0.406,0.6579,0.0,0.4534,9.3123,0.5897,1.0,0.0000-0.0000,0.4364-0.4714
tokentriage-kstable,"entropy=0.15,min=0.85,k=2",3783,341,21.245,0.4099,0.7045,0.5161,0.6473,9.4906,2.5686,0.2391,0.4658-0.5629,0.6259-0.6676
tokentriage-kstable,"entropy=0.15,min=0.85,k=3",3783,341,21.338,0.4073,0.6857,0.3079,0.5686,9.3809,1.3509,0.5435,0.2667-0.3465,0.5495-0.5860
tokentriage-kstable,"entropy=0.15,min=0.85,k=4",3783,341,21.395,0.4057,0.6754,0.1935,0.526,9.3431,0.9314,0.713,0.1500-0.2328,0.5082-0.5444
entropy,threshold=0.20,3783,341,16.572,0.5397,0.8173,0.7478,0.7977,11.5351,9.6222,,0.7157-0.7784,0.7825-0.8113
tokentriage-minlayer,"entropy=0.20,min=0.50",3783,341,17.155,0.5235,0.8173,0.7478,0.7977,11.3368,7.4223,0.0,0.7157-0.7784,0.7825-0.8113
tokentriage-stable,"entropy=0.20,min=0.50",3783,341,17.96,0.5011,0.7499,0.0,0.5168,10.7196,0.5753,1.0,0.0000-0.0000,0.4984-0.5367
tokentriage-kstable,"entropy=0.20,min=0.50,k=2",3783,341,17.219,0.5217,0.8144,0.7155,0.7851,11.2958,6.9676,0.0431,0.6788-0.7500,0.7682-0.8016
tokentriage-kstable,"entropy=0.20,min=0.50,k=3",3783,341,17.334,0.5185,0.8044,0.6041,0.742,11.2169,6.0929,0.1922,0.5593-0.6413,0.7248-0.7572
tokentriage-kstable,"entropy=0.20,min=0.50,k=4",3783,341,17.463,0.5149,0.7949,0.4985,0.7027,11.1454,5.2996,0.3333,0.4466-0.5452,0.6822-0.7221
tokentriage-minlayer,"entropy=0.20,min=0.65",3783,341,17.406,0.5165,0.8173,0.7478,0.7977,11.2934,6.9415,0.0,0.7157-0.7784,0.7825-0.8113
tokentriage-stable,"entropy=0.20,min=0.65",3783,341,17.96,0.5011,0.7499,0.0,0.5168,10.7196,0.5753,1.0,0.0000-0.0000,0.4984-0.5367
tokentriage-kstable,"entropy=0.20,min=0.65,k=2",3783,341,17.483,0.5143,0.8139,0.7097,0.7828,11.2243,6.1741,0.051,0.6745-0.7443,0.7657-0.7987
tokentriage-kstable,"entropy=0.20,min=0.65,k=3",3783,341,17.621,0.5105,0.7999,0.5543,0.7232,11.1055,4.8563,0.2588,0.5153-0.5902,0.7064-0.7395
tokentriage-kstable,"entropy=0.20,min=0.65,k=4",3783,341,17.732,0.5075,0.7856,0.3959,0.6636,11.0245,3.9584,0.4706,0.3478-0.4375,0.6409-0.6830
tokentriage-minlayer,"entropy=0.20,min=0.72",3783,341,17.493,0.5141,0.8171,0.7449,0.7965,11.2411,6.3612,0.0039,0.7143-0.7731,0.7816-0.8103
tokentriage-stable,"entropy=0.20,min=0.72",3783,341,17.96,0.5011,0.7499,0.0,0.5168,10.7196,0.5753,1.0,0.0000-0.0000,0.4984-0.5367
tokentriage-kstable,"entropy=0.20,min=0.72,k=2",3783,341,17.575,0.5118,0.8131,0.7009,0.7792,11.1606,5.4675,0.0627,0.6656-0.7392,0.7630-0.7981
tokentriage-kstable,"entropy=0.20,min=0.72,k=3",3783,341,17.712,0.508,0.7962,0.5132,0.7074,11.0299,4.0182,0.3137,0.4639-0.5535,0.6898-0.7240
tokentriage-kstable,"entropy=0.20,min=0.72,k=4",3783,341,17.827,0.5048,0.7801,0.3343,0.6406,10.9367,2.9836,0.5529,0.2750-0.3821,0.6211-0.6593
tokentriage-minlayer,"entropy=0.20,min=0.85",3783,341,17.721,0.5078,0.8126,0.695,0.7777,10.9786,3.4493,0.0706,0.6551-0.7287,0.7626-0.7918
tokentriage-stable,"entropy=0.20,min=0.85",3783,341,17.964,0.501,0.7499,0.0,0.5168,10.719,0.5687,1.0,0.0000-0.0000,0.4984-0.5367
tokentriage-kstable,"entropy=0.20,min=0.85,k=2",3783,341,17.807,0.5054,0.8015,0.5718,0.7318,10.9109,2.698,0.2353,0.5240-0.6231,0.7123-0.7521
tokentriage-kstable,"entropy=0.20,min=0.85,k=3",3783,341,17.91,0.5025,0.7806,0.3402,0.644,10.7947,1.4088,0.5451,0.2926-0.3816,0.6231-0.6619
tokentriage-kstable,"entropy=0.20,min=0.85,k=4",3783,341,17.978,0.5006,0.7682,0.2023,0.5927,10.7533,0.9492,0.7294,0.1533-0.2418,0.5729-0.6124
entropy,threshold=0.30,3783,341,10.339,0.7128,0.9149,0.8152,0.8864,13.7443,11.0861,,0.7774-0.8500,0.8728-0.8984
tokentriage-minlayer,"entropy=0.30,min=0.50",3783,341,11.182,0.6894,0.9149,0.8152,0.8864,13.4909,8.275,0.0,0.7774-0.8500,0.8728-0.8984
tokentriage-stable,"entropy=0.30,min=0.50",3783,341,12.166,0.6621,0.8414,0.0,0.5798,12.7969,0.5757,1.0,0.0000-0.0000,0.5581-0.6040
tokentriage-kstable,"entropy=0.30,min=0.50,k=2",3783,341,11.261,0.6872,0.9125,0.7889,0.8759,13.4519,7.8423,0.0324,0.7524-0.8262,0.8628-0.8901
tokentriage-kstable,"entropy=0.30,min=0.50,k=3",3783,341,11.41,0.6831,0.903,0.6833,0.8349,13.3686,6.918,0.1619,0.6369-0.7275,0.8179-0.8527
tokentriage-kstable,"entropy=0.30,min=0.50,k=4",3783,341,11.569,0.6787,0.8924,0.566,0.791,13.2795,5.9296,0.3058,0.5110-0.6180,0.7682-0.8128
tokentriage-minlayer,"entropy=0.30,min=0.65",3783,341,11.509,0.6803,0.9149,0.8152,0.8864,13.4367,7.6734,0.0,0.7774-0.8500,0.8728-0.8984
tokentriage-stable,"entropy=0.30,min=0.65",3783,341,12.166,0.6621,0.8414,0.0,0.5798,12.7969,0.5757,1.0,0.0000-0.0000,0.5581-0.6040
tokentriage-kstable,"entropy=0.30,min=0.65,k=2",3783,341,11.601,0.6778,0.9117,0.7801,0.8723,13.3713,6.9478,0.0432,0.7412-0.8174,0.8587-0.8877
tokentriage-kstable,"entropy=0.30,min=0.65,k=3",3783,341,11.762,0.6733,0.8974,0.6217,0.8115,13.2328,5.4114,0.2374,0.5761-0.6658,0.7910-0.8317
tokentriage-kstable,"entropy=0.30,min=0.65,k=4",3783,341,11.904,0.6693,0.8808,0.437,0.7422,13.1285,4.2548,0.464,0.3779-0.4929,0.7193-0.7640
tokentriage-minlayer,"entropy=0.30,min=0.72",3783,341,11.619,0.6772,0.9146,0.8123,0.8852,13.382,7.0668,0.0036,0.7774-0.8470,0.8714-0.8977
tokentriage-stable,"entropy=0.30,min=0.72",3783,341,12.166,0.6621,0.8414,0.0,0.5798,12.7969,0.5757,1.0,0.0000-0.0000,0.5581-0.6040
tokentriage-kstable,"entropy=0.30,min=0.72,k=2",3783,341,11.714,0.6746,0.9107,0.7683,0.8677,13.2955,6.1076,0.0576,0.7278-0.8119,0.8528-0.8852
tokentriage-kstable,"entropy=0.30,min=0.72,k=3",3783,341,11.87,0.6703,0.8932,0.5748,0.7934,13.1542,4.5398,0.295,0.5235-0.6193,0.7737-0.8106
tokentriage-kstable,"entropy=0.30,min=0.72,k=4",3783,341,12.01,0.6664,0.875,0.3724,0.7181,13.0377,3.2476,0.5432,0.3069-0.4318,0.6969-0.7403
tokentriage-minlayer,"entropy=0.30,min=0.85",3783,341,11.903,0.6694,0.9085,0.7449,0.8601,13.0747,3.6572,0.0863,0.7057-0.7842,0.8433-0.8750
tokentriage-stable,"entropy=0.30,min=0.85",3783,341,12.169,0.662,0.8414,0.0,0.5798,12.7965,0.5715,1.0,0.0000-0.0000,0.5581-0.6040
tokentriage-kstable,"entropy=0.30,min=0.85,k=2",3783,341,12.003,0.6666,0.8958,0.6041,0.8073,12.9945,2.7683,0.259,0.5533-0.6646,0.7887-0.8323
tokentriage-kstable,"entropy=0.30,min=0.85,k=3",3783,341,12.112,0.6636,0.8744,0.3666,0.7169,12.8795,1.4921,0.5504,0.3166-0.4134,0.6941-0.7379
tokentriage-kstable,"entropy=0.30,min=0.85,k=4",3783,341,12.184,0.6616,0.861,0.217,0.6615,12.8329,0.9747,0.7338,0.1662-0.2595,0.6402-0.6841
entropy,threshold=0.42,3783,341,3.34,0.9072,0.9818,0.9824,0.9816,15.5282,14.8424,,0.9610-0.9967,0.9725-0.9880
tokentriage-minlayer,"entropy=0.42,min=0.50",3783,341,4.738,0.8684,0.9818,0.9824,0.9816,15.078,9.8482,0.0,0.9610-0.9967,0.9725-0.9880
tokentriage-stable,"entropy=0.42,min=0.50",3783,341,6.179,0.8283,0.8932,0.0,0.6155,14.2518,0.6821,1.0,0.0000-0.0000,0.5932-0.6410
tokentriage-kstable,"entropy=0.42,min=0.50,k=2",3783,341,4.835,0.8657,0.9815,0.9795,0.9804,15.0534,9.5751,0.003,0.9595-0.9943,0.9718-0.9870
tokentriage-kstable,"entropy=0.42,min=0.50,k=3",3783,341,5.061,0.8594,0.9765,0.9238,0.9587,14.9612,8.5514,0.0597,0.8886-0.9521,0.9436-0.9711
tokentriage-kstable,"entropy=0.42,min=0.50,k=4",3783,341,5.279,0.8534,0.9635,0.7801,0.9047,14.8396,7.2031,0.206,0.7257-0.8230,0.8818-0.9223
tokentriage-minlayer,"entropy=0.42,min=0.65",3783,341,5.255,0.854,0.9818,0.9824,0.9816,15.0172,9.1729,0.0,0.9610-0.9967,0.9725-0.9880
tokentriage-stable,"entropy=0.42,min=0.65",3783,341,6.179,0.8283,0.8932,0.0,0.6155,14.2518,0.6821,1.0,0.0000-0.0000,0.5932-0.6410
tokentriage-kstable,"entropy=0.42,min=0.65,k=2",3783,341,5.354,0.8513,0.9807,0.9707,0.9768,14.9613,8.553,0.0119,0.9470-0.9883,0.9666-0.9847
tokentriage-kstable,"entropy=0.42,min=0.65,k=3",3783,341,5.55,0.8458,0.9696,0.8475,0.9295,14.8046,6.8145,0.1373,0.7925-0.8944,0.9074-0.9481
tokentriage-kstable,"entropy=0.42,min=0.65,k=4",3783,341,5.733,0.8407,0.9498,0.6276,0.8469,14.6676,5.2949,0.3612,0.5672-0.6778,0.8232-0.8678
tokentriage-minlayer,"entropy=0.42,min=0.72",3783,341,5.427,0.8492,0.9815,0.9795,0.9804,14.9512,8.4414,0.003,0.9571-0.9936,0.9706-0.9868
tokentriage-stable,"entropy=0.42,min=0.72",3783,341,6.179,0.8283,0.8932,0.0,0.6155,14.2518,0.6821,1.0,0.0000-0.0000,0.5932-0.6410
tokentriage-kstable,"entropy=0.42,min=0.72,k=2",3783,341,5.54,0.8461,0.9791,0.9531,0.9699,14.8507,7.3255,0.0299,0.9235-0.9780,0.9570-0.9800
tokentriage-kstable,"entropy=0.42,min=0.72,k=3",3783,341,5.722,0.841,0.9635,0.7801,0.9037,14.6906,5.5499,0.206,0.7270-0.8223,0.8815-0.9209
tokentriage-kstable,"entropy=0.42,min=0.72,k=4",3783,341,5.899,0.8361,0.9416,0.5367,0.8127,14.5483,3.9713,0.4537,0.4775-0.5866,0.7901-0.8348
tokentriage-minlayer,"entropy=0.42,min=0.85",3783,341,5.862,0.8372,0.9752,0.9091,0.9543,14.536,3.8353,0.0746,0.8744-0.9410,0.9408-0.9675
tokentriage-stable,"entropy=0.42,min=0.85",3783,341,6.183,0.8283,0.8932,0.0,0.6155,14.2514,0.6778,1.0,0.0000-0.0000,0.5932-0.6410
tokentriage-kstable,"entropy=0.42,min=0.85,k=2",3783,341,6.012,0.833,0.9514,0.6452,0.8579,14.453,2.9144,0.3433,0.5938-0.7033,0.8406-0.8806
tokentriage-kstable,"entropy=0.42,min=0.85,k=3",3783,341,6.138,0.8295,0.9284,0.39,0.7611,14.3264,1.51,0.603,0.3429-0.4399,0.7393-0.7812
tokentriage-kstable,"entropy=0.42,min=0.85,k=4",3783,341,6.213,0.8274,0.9144,0.2346,0.7034,14.2797,0.991,0.7612,0.1825-0.2783,0.6801-0.7269
entropy,threshold=0.55,3783,341,1.062,0.9705,0.991,1.0,0.9938,14.9942,13.7688,,1.0000-1.0000,0.9918-0.9957
tokentriage-minlayer,"entropy=0.55,min=0.50",3783,341,2.593,0.928,0.991,1.0,0.9938,14.6553,10.0094,0.0,1.0000-1.0000,0.9918-0.9957
tokentriage-stable,"entropy=0.55,min=0.50",3783,341,4.088,0.8864,0.9009,0.0,0.6208,13.8138,0.6737,1.0,0.0000-0.0000,0.5978-0.6470
tokentriage-kstable,"entropy=0.55,min=0.50,k=2",3783,341,2.695,0.9251,0.991,1.0,0.9938,14.6314,9.7441,0.0,1.0000-1.0000,0.9918-0.9957
tokentriage-kstable,"entropy=0.55,min=0.50,k=3",3783,341,2.927,0.9187,0.9865,0.9501,0.9746,14.539,8.7195,0.0499,0.9253-0.9690,0.9641-0.9820
tokentriage-kstable,"entropy=0.55,min=0.50,k=4",3783,341,3.155,0.9124,0.9728,0.7977,0.9171,14.4166,7.3606,0.2023,0.7514-0.8372,0.8954-0.9322
tokentriage-minlayer,"entropy=0.55,min=0.65",3783,341,3.134,0.913,0.991,1.0,0.9938,14.5942,9.3318,0.0,1.0000-1.0000,0.9918-0.9957
tokentriage-stable,"entropy=0.55,min=0.65",3783,341,4.088,0.8864,0.9009,0.0,0.6208,13.8138,0.6737,1.0,0.0000-0.0000,0.5978-0.6470
tokentriage-kstable,"entropy=0.55,min=0.65,k=2",3783,341,3.239,0.91,0.9902,0.9912,0.9902,14.5386,8.7151,0.0088,0.9819-1.0000,0.9859-0.9940
tokentriage-kstable,"entropy=0.55,min=0.65,k=3",3783,341,3.437,0.9045,0.9791,0.868,0.9429,14.3796,6.9502,0.132,0.8250-0.9085,0.9257-0.9598
tokentriage-kstable,"entropy=0.55,min=0.65,k=4",3783,341,3.626,0.8993,0.9585,0.6393,0.8568,14.2423,5.4272,0.3607,0.5851-0.6833,0.8353-0.8747
tokentriage-minlayer,"entropy=0.55,min=0.72",3783,341,3.314,0.9079,0.9907,0.9971,0.9926,14.5281,8.5985,0.0029,0.9906-1.0000,0.9893-0.9953
tokentriage-stable,"entropy=0.55,min=0.72",3783,341,4.088,0.8864,0.9009,0.0,0.6208,13.8138,0.6737,1.0,0.0000-0.0000,0.5978-0.6470
tokentriage-kstable,"entropy=0.55,min=0.72,k=2",3783,341,3.43,0.9047,0.9886,0.9736,0.9833,14.4254,7.4588,0.0264,0.9518-0.9917,0.9745-0.9910
tokentriage-kstable,"entropy=0.55,min=0.72,k=3",3783,341,3.622,0.8994,0.9722,0.7918,0.9137,14.2572,5.5929,0.2082,0.7429-0.8299,0.8959-0.9283
tokentriage-kstable,"entropy=0.55,min=0.72,k=4",3783,341,3.802,0.8944,0.9495,0.5396,0.8192,14.1147,4.012,0.4604,0.4825-0.5877,0.7952-0.8404
tokentriage-minlayer,"entropy=0.55,min=0.85",3783,341,3.765,0.8954,0.9841,0.9238,0.9653,14.0989,3.8365,0.0762,0.8940-0.9524,0.9524-0.9772
tokentriage-stable,"entropy=0.55,min=0.85",3783,341,4.091,0.8863,0.9009,0.0,0.6208,13.8134,0.6695,1.0,0.0000-0.0000,0.5978-0.6470
tokentriage-kstable,"entropy=0.55,min=0.85,k=2",3783,341,3.918,0.8912,0.9603,0.6598,0.869,14.0151,2.9065,0.3402,0.6098-0.7179,0.8518-0.8916
tokentriage-kstable,"entropy=0.55,min=0.85,k=3",3783,341,4.047,0.8876,0.9368,0.3988,0.77,13.8881,1.4983,0.6012,0.3500-0.4431,0.7496-0.7911
tokentriage-kstable,"entropy=0.55,min=0.85,k=4",3783,341,4.122,0.8855,0.922,0.2346,0.7087,13.8424,0.991,0.7654,0.1825-0.2783,0.6854-0.7313
margin,threshold=0.05,3783,341,1.452,0.9597,0.9913,1.0,0.994,15.5439,14.322,,1.0000-1.0000,0.9919-0.9959
margin,threshold=0.10,3783,341,2.252,0.9374,0.99,0.9971,0.9922,15.6172,14.194,,0.9904-1.0000,0.9893-0.9947
margin,threshold=0.20,3783,341,5.555,0.8457,0.9603,0.871,0.9352,15.1573,12.9631,,0.8354-0.9000,0.9223-0.9473
margin,threshold=0.35,3783,341,10.796,0.7001,0.9006,0.8065,0.8731,13.7101,11.3443,,0.7679-0.8414,0.8562-0.8874
margin,threshold=0.50,3783,341,15.619,0.5661,0.7973,0.6833,0.7629,11.815,9.5792,,0.6364-0.7207,0.7439-0.7806
